032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
201,205,205,205,205,205,205,205,205,205,205,205,205,207,206,205,205,205,205,205,205,205,205,205,205,205,205,187
186,032,032,032,032,032,032,032,032,032,032,032,032,190,179,032,032,032,032,032,032,032,032,032,032,032,032,189
186,032,218,194,194,191,032,218,194,194,194,191,032,190,179,032,218,194,194,194,191,032,218,194,194,191,032,189
186,032,190,032,032,179,032,190,032,032,032,179,032,190,179,032,190,032,032,032,179,032,190,032,032,179,032,189
186,032,192,196,196,217,032,192,196,196,196,217,032,192,217,032,192,196,196,196,217,032,192,196,196,217,032,189
186,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,189
186,032,218,194,194,191,032,218,191,032,218,194,194,194,194,194,194,191,032,218,191,032,218,194,194,191,032,189
186,032,192,196,196,217,032,190,179,032,192,196,196,220,219,196,196,217,032,190,179,032,192,196,196,217,032,189
186,032,032,032,032,032,032,190,179,032,032,032,032,190,179,032,032,032,032,190,179,032,032,032,032,032,032,189
200,193,193,193,193,191,032,190,221,194,194,191,032,190,179,032,218,194,194,222,179,032,218,193,193,193,193,188
032,032,032,032,032,186,032,190,219,196,196,217,032,192,217,032,192,196,196,220,179,032,189,032,032,032,032,032
032,032,032,032,032,186,032,190,179,032,032,032,032,032,032,032,032,032,032,190,179,032,189,032,032,032,032,032
032,032,032,032,032,186,032,190,179,032,218,193,193,193,193,193,193,191,032,190,179,032,189,032,032,032,032,032
205,205,205,205,205,217,032,192,217,032,189,032,032,032,032,032,032,186,032,192,217,032,192,205,205,205,205,205
032,032,032,032,032,215,032,032,032,032,189,032,032,032,032,032,032,186,032,032,032,032,215,032,032,032,032,032
193,193,193,193,193,191,032,218,191,032,189,032,032,032,032,032,032,186,032,218,191,032,218,193,193,193,193,193
032,032,032,032,032,186,032,190,179,032,192,205,205,205,205,205,205,217,032,190,179,032,189,032,032,032,032,032
032,032,032,032,032,186,032,190,179,032,032,032,032,032,032,032,032,032,032,190,179,032,189,032,032,032,032,032
032,032,032,032,032,186,032,190,179,032,218,194,194,194,194,194,194,191,032,190,179,032,189,032,032,032,032,032
201,205,205,205,205,217,032,192,217,032,192,196,196,220,219,196,196,217,032,192,217,032,192,205,205,205,205,187
186,032,032,032,032,032,032,032,032,032,032,032,032,190,179,032,032,032,032,032,032,032,032,032,032,032,032,189
186,032,218,194,194,191,032,218,194,194,194,191,032,190,179,032,218,194,194,194,191,032,218,194,194,191,032,189
186,032,192,196,220,179,032,192,196,196,196,217,032,192,217,032,192,196,196,196,217,032,190,219,196,217,032,189
186,032,032,032,190,179,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,190,179,032,032,032,189
208,194,191,032,190,179,032,218,191,032,218,194,194,194,194,194,194,191,032,218,191,032,190,179,032,218,194,210
209,196,217,032,192,217,032,190,179,032,192,196,196,220,219,196,196,217,032,190,179,032,192,217,032,192,196,211
186,032,032,032,032,032,032,190,179,032,032,032,032,190,179,032,032,032,032,190,179,032,032,032,032,032,032,189
186,032,218,194,194,194,194,222,221,194,194,191,032,190,179,032,218,194,194,222,221,194,194,194,194,191,032,189
186,032,192,196,196,196,196,196,196,196,196,217,032,192,217,032,192,196,196,196,196,196,196,196,196,217,032,189
186,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,189
200,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,188
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
