032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
201,205,205,205,205,205,205,205,205,205,205,205,205,207,206,205,205,205,205,205,205,205,205,205,205,205,205,187
186,250,250,250,250,250,250,250,250,250,250,250,250,190,179,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,194,194,194,191,250,190,179,250,218,194,194,194,191,250,218,194,194,191,250,189
186,254,190,032,032,179,250,190,032,032,032,179,250,190,179,250,190,032,032,032,179,250,190,032,032,179,254,189
186,250,192,196,196,217,250,192,196,196,196,217,250,192,217,250,192,196,196,196,217,250,192,196,196,217,250,189
186,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,191,250,218,194,194,194,194,194,194,191,250,218,191,250,218,194,194,191,250,189
186,250,192,196,196,217,250,190,179,250,192,196,196,220,219,196,196,217,250,190,179,250,192,196,196,217,250,189
186,250,250,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,250,250,189
200,193,193,193,193,191,250,190,221,194,194,191,032,190,179,032,218,194,194,222,179,250,218,193,193,193,193,188
032,032,032,032,032,186,250,190,219,196,196,217,032,192,217,032,192,196,196,220,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,032,032,213,167,032,213,032,032,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,218,193,193,193,193,193,193,191,032,190,179,250,189,032,032,032,032,032
205,205,205,205,205,217,250,192,217,032,189,253,253,253,253,253,253,186,032,192,217,250,192,205,205,205,205,205
032,032,032,032,032,215,250,032,032,032,189,253,169,032,168,170,253,186,032,032,032,250,215,032,032,032,032,032
193,193,193,193,193,191,250,218,191,032,189,253,253,253,253,253,253,186,032,218,191,250,218,193,193,193,193,193
032,032,032,032,032,186,250,190,179,032,192,205,205,205,205,205,205,217,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,032,032,032,032,032,032,032,032,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,218,194,194,194,194,194,194,191,032,190,179,250,189,032,032,032,032,032
201,205,205,205,205,217,250,192,217,032,192,196,196,220,219,196,196,217,032,192,217,250,192,205,205,205,205,187
186,250,250,250,250,250,250,250,250,250,250,250,250,190,179,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,194,194,194,191,250,190,179,250,218,194,194,194,191,250,218,194,194,191,250,189
186,250,192,196,220,179,250,192,196,196,196,217,250,192,217,250,192,196,196,196,217,250,190,219,196,217,250,189
186,254,250,250,190,179,250,250,250,250,250,250,212,032,166,212,250,250,250,250,250,250,190,179,250,250,254,189
208,194,191,250,190,179,250,218,191,250,218,194,194,194,194,194,194,191,250,218,191,250,190,179,250,218,194,210
209,196,217,250,192,217,250,190,179,250,192,196,196,220,219,196,196,217,250,190,179,250,192,217,250,192,196,211
186,250,250,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,250,250,189
186,250,218,194,194,194,194,222,221,194,194,191,250,190,179,250,218,194,194,222,221,194,194,194,194,191,250,189
186,250,192,196,196,196,196,196,196,196,196,217,250,192,217,250,192,196,196,196,196,196,196,196,196,217,250,189
186,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,189
200,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,188
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
